country,year,disease_name,disease_category,prevalence_rate,incidence_rate,mortality_rate,age_group,gender,population_affected,healthcare_access,doctors_per_1000,hospital_beds_per_1000,treatment_type,average_treatment_cost_usd,availability_of_vaccines_treatment,recovery_rate,improvement_in_5_years,per_capita_income_usd,education_index,urbanization_rate
Germany,2005,Parkinson's Disease,Parasitic,12.2,5.36,9.97,36-60,Female,85977,84.61,2.98,1.47,Therapy,1642,No,77.21,1.3,57416,0.74,32.07
Italy,2013,Ebola,Cardiovascular,12.31,7.43,8.36,0-18,Female,66515,66.16,2.3,6.03,Therapy,12834,No,70.15,4.04,45325,0.52,84.57
Brazil,2011,Malaria,Neurological,7.4,5.44,0.97,61+,Other,335755,87.75,0.9,3.95,Surgery,27635,Yes,66.13,4.94,86810,0.74,89.42
Mexico,2019,Diabetes,Bacterial,2.99,14.45,2.84,0-18,Other,355230,62.02,0.87,6.47,Therapy,4540,No,60.06,0.92,82362,0.63,52.25
UK,2002,Cancer,Autoimmune,13.46,12.9,2.21,36-60,Male,942522,95.56,1.0,3.81,Therapy,22513,Yes,56.48,9.71,75527,0.68,79.13
Turkey,2015,Malaria,Infectious,1.39,9.4,7.84,19-35,Female,466398,60.09,1.33,1.43,Therapy,8219,Yes,68.17,0.0,37419,0.78,59.42
Saudi Arabia,2001,Hypertension,Neurological,5.35,2.33,9.72,19-35,Other,375340,86.06,3.82,3.31,Vaccination,19290,No,55.21,9.65,41966,0.83,82.81
Japan,2024,Diabetes,Bacterial,12.54,4.9,9.33,61+,Female,603757,76.79,4.23,1.94,Vaccination,13635,No,60.18,2.58,81009,0.75,51.72
Saudi Arabia,2014,Hypertension,Infectious,0.25,3.77,5.61,36-60,Other,130958,72.31,2.34,6.82,Vaccination,9207,No,78.13,1.53,19000,0.82,35.3
Australia,2019,Hypertension,Neurological,10.43,4.02,1.35,0-18,Other,794895,92.72,1.99,8.83,Therapy,1524,Yes,93.02,1.32,81106,0.88,25.53
Brazil,2023,Tuberculosis,Bacterial,0.8,1.03,9.32,0-18,Female,727362,86.43,1.39,3.08,Therapy,39065,No,86.33,7.56,86259,0.72,72.19
Italy,2003,Polio,Respiratory,6.17,6.1,1.82,61+,Female,263932,67.65,0.88,4.47,Surgery,22778,No,63.05,0.27,45208,0.4,88.49
Japan,2008,Alzheimer's Disease,Cardiovascular,16.64,13.66,0.68,19-35,Female,373621,56.85,4.39,5.69,Vaccination,12543,Yes,77.89,3.56,45729,0.44,88.02
Saudi Arabia,2019,Influenza,Genetic,11.74,13.19,8.99,36-60,Other,615047,92.63,4.13,5.27,Medication,31857,No,56.85,9.77,82041,0.4,77.59
Italy,2014,HIV/AIDS,Respiratory,12.85,13.38,9.96,36-60,Other,289899,69.37,0.86,4.6,Vaccination,44485,Yes,88.5,9.34,25298,0.54,64.91
Saudi Arabia,2003,Cancer,Infectious,7.57,12.79,9.85,61+,Other,511220,73.64,0.71,0.72,Vaccination,19623,Yes,92.32,7.96,80891,0.68,32.43
India,2019,Dengue,Neurological,15.75,6.11,4.35,36-60,Female,186969,70.91,1.8,5.18,Medication,40394,Yes,53.06,1.68,45595,0.89,78.22
Argentina,2001,Cancer,Parasitic,19.6,11.78,3.79,19-35,Other,678935,68.74,2.67,2.8,Medication,15923,Yes,91.89,0.71,54456,0.7,61.74
Australia,2009,Alzheimer's Disease,Infectious,15.73,14.08,3.41,19-35,Female,221742,57.08,1.34,4.48,Therapy,13668,Yes,85.09,7.38,13452,0.44,47.65
Nigeria,2001,Parkinson's Disease,Genetic,17.85,8.59,3.19,19-35,Female,552774,94.92,3.8,8.91,Vaccination,46803,Yes,82.81,5.58,92760,0.84,73.02
Argentina,2012,Hepatitis,Cardiovascular,13.66,14.39,0.74,36-60,Female,404963,50.11,4.91,4.15,Surgery,31122,No,72.25,4.52,84868,0.42,88.52
Saudi Arabia,2016,Diabetes,Neurological,10.1,12.55,3.77,0-18,Female,777588,80.27,1.3,9.1,Medication,42227,Yes,56.64,2.04,8620,0.71,32.42
Mexico,2013,Hepatitis,Cardiovascular,1.45,14.11,6.7,61+,Male,497533,89.25,3.09,6.94,Surgery,12331,No,78.91,0.24,89339,0.52,76.31
China,2003,Influenza,Autoimmune,18.8,4.47,8.89,61+,Female,640733,75.03,4.46,6.91,Surgery,20672,Yes,55.82,6.44,85951,0.56,66.5
Brazil,2022,COVID-19,Chronic,10.87,6.57,4.63,61+,Male,628914,91.17,2.18,5.94,Vaccination,8236,Yes,98.35,7.63,18585,0.42,22.67
Japan,2015,Leprosy,Parasitic,4.23,6.49,4.03,36-60,Male,19207,93.07,2.09,6.45,Medication,1768,No,74.49,0.3,17752,0.75,33.97
Mexico,2013,Ebola,Parasitic,11.48,5.86,3.71,61+,Other,520089,63.25,2.57,2.28,Medication,39281,Yes,83.96,1.04,71884,0.45,63.49
Japan,2024,COVID-19,Neurological,4.4,13.29,2.32,19-35,Female,488170,60.05,1.92,5.0,Surgery,16903,Yes,61.77,9.52,75589,0.42,51.83
Brazil,2013,Alzheimer's Disease,Neurological,6.22,4.46,3.63,19-35,Male,926727,97.5,4.26,9.77,Therapy,48045,Yes,74.31,3.57,98204,0.45,52.41
Brazil,2011,HIV/AIDS,Chronic,8.36,8.14,9.49,61+,Other,96788,98.71,1.5,4.83,Vaccination,33555,No,72.06,6.29,75194,0.8,22.75
Saudi Arabia,2023,Measles,Chronic,12.09,4.83,2.39,36-60,Female,188639,66.62,2.18,5.65,Therapy,30839,No,52.23,2.83,14723,0.66,41.7
France,2004,Hepatitis,Bacterial,5.84,8.14,4.23,36-60,Other,974807,87.62,2.91,5.01,Surgery,30192,Yes,91.67,6.81,71046,0.67,28.55
Saudi Arabia,2006,Diabetes,Respiratory,15.72,9.74,7.74,19-35,Male,471642,88.44,3.18,9.75,Vaccination,11361,No,54.85,7.88,56347,0.52,44.94
Japan,2016,Cancer,Autoimmune,18.05,7.99,8.98,19-35,Male,187810,97.78,4.4,6.6,Vaccination,18121,Yes,53.34,3.14,75439,0.56,85.4
USA,2003,Rabies,Chronic,0.81,2.0,9.95,0-18,Female,226447,70.5,1.52,2.87,Vaccination,11790,No,81.16,3.98,6738,0.71,70.21
France,2014,Zika,Bacterial,4.43,7.12,2.93,61+,Female,22809,52.21,2.16,1.74,Medication,37284,Yes,64.11,3.89,1511,0.57,28.53
South Africa,2024,Hypertension,Autoimmune,0.27,9.53,7.03,19-35,Male,805820,73.55,1.12,3.42,Vaccination,4078,No,78.62,2.02,45315,0.69,52.6
Saudi Arabia,2009,Hepatitis,Metabolic,15.1,8.9,2.96,36-60,Female,273021,81.2,3.24,5.08,Therapy,38296,Yes,54.67,7.7,70268,0.68,48.64
Turkey,2015,Dengue,Parasitic,9.94,12.26,1.39,0-18,Female,185141,91.2,1.74,5.09,Therapy,47631,Yes,52.92,7.32,38505,0.71,86.83
Mexico,2023,Cancer,Metabolic,6.46,10.71,1.6,0-18,Other,108662,97.85,3.98,3.04,Medication,11827,No,69.94,0.32,58382,0.65,42.5
Australia,2004,Malaria,Metabolic,17.01,8.15,7.19,36-60,Other,478726,96.07,2.52,8.17,Medication,26758,No,69.35,4.72,53297,0.83,66.99
Indonesia,2021,Polio,Autoimmune,5.63,11.51,1.18,0-18,Female,92157,92.63,4.26,1.32,Therapy,15300,Yes,82.47,9.42,19980,0.59,51.06
Italy,2009,COVID-19,Viral,18.57,2.94,5.4,0-18,Male,62352,91.96,2.63,9.79,Therapy,34055,No,92.22,4.99,14016,0.59,75.82
USA,2001,Cholera,Autoimmune,16.41,9.28,7.27,0-18,Female,373991,80.28,1.02,5.14,Surgery,4704,No,62.75,8.28,59596,0.83,36.48
Mexico,2017,Hepatitis,Parasitic,4.25,13.06,1.95,0-18,Male,694303,69.84,4.87,6.89,Surgery,18825,Yes,68.79,7.94,11684,0.63,29.24
Japan,2018,Measles,Genetic,9.15,8.93,7.16,19-35,Male,592627,59.93,3.93,7.04,Medication,15027,No,71.1,0.16,7202,0.71,64.97
Japan,2017,Alzheimer's Disease,Metabolic,11.68,3.62,6.43,36-60,Other,538546,82.4,2.48,9.47,Therapy,16819,Yes,83.5,3.28,93960,0.54,31.65
Saudi Arabia,2014,Cholera,Autoimmune,7.49,4.17,9.67,36-60,Male,517279,78.95,2.65,6.38,Surgery,20500,Yes,78.75,7.4,35576,0.54,27.16
France,2004,HIV/AIDS,Neurological,9.16,13.06,5.0,61+,Female,754934,93.7,2.76,6.36,Medication,29855,Yes,59.42,1.3,87738,0.69,42.37
Turkey,2011,COVID-19,Metabolic,7.09,3.4,5.42,0-18,Male,353593,81.96,0.75,4.86,Therapy,37882,No,91.87,9.29,88506,0.89,57.79
China,2013,Influenza,Viral,16.84,4.64,9.66,36-60,Other,467977,86.5,2.74,7.55,Surgery,19605,Yes,56.12,1.28,16774,0.61,50.4
Brazil,2007,HIV/AIDS,Viral,9.76,6.03,9.88,61+,Male,99298,70.89,2.73,9.97,Surgery,13864,No,89.26,0.37,49544,0.42,21.54
Canada,2017,Cancer,Metabolic,6.53,1.89,4.99,61+,Female,674760,55.34,4.97,3.65,Surgery,24460,Yes,71.27,4.36,67295,0.7,87.87
India,2004,Diabetes,Parasitic,17.8,0.53,0.28,19-35,Female,664331,53.59,1.96,5.73,Vaccination,7488,Yes,88.86,4.11,78083,0.64,48.31
Turkey,2012,Measles,Respiratory,3.77,8.84,0.6,0-18,Male,560629,84.42,1.16,8.78,Vaccination,12023,No,76.73,6.19,2951,0.82,52.24
India,2020,Influenza,Viral,19.79,7.15,5.58,0-18,Other,160174,74.61,3.92,4.59,Medication,46871,No,83.51,9.73,86532,0.74,43.29
Australia,2017,Tuberculosis,Parasitic,9.55,4.89,4.34,36-60,Other,335295,50.0,4.43,1.93,Vaccination,41280,No,91.66,6.96,8391,0.48,64.03
USA,2007,Zika,Genetic,6.03,12.04,8.55,0-18,Female,665293,62.24,4.73,6.72,Therapy,12382,Yes,75.52,9.98,75074,0.77,39.41
France,2022,Hepatitis,Chronic,0.39,8.77,1.32,36-60,Other,565091,66.61,2.56,2.36,Surgery,37628,No,97.71,9.77,24550,0.71,41.97
Argentina,2012,Polio,Genetic,1.21,14.42,8.62,0-18,Other,536740,54.54,2.15,2.93,Vaccination,41950,Yes,54.28,5.51,92235,0.41,32.98
Brazil,2013,Hepatitis,Metabolic,16.85,10.98,8.98,19-35,Male,300091,52.67,4.21,0.95,Vaccination,26317,No,86.28,9.15,87554,0.61,48.46
Nigeria,2018,HIV/AIDS,Cardiovascular,2.4,14.08,7.58,61+,Female,651044,93.8,1.55,5.3,Therapy,37090,Yes,90.85,2.32,65781,0.62,56.33
Russia,2007,Parkinson's Disease,Viral,3.63,11.26,1.42,19-35,Female,255056,71.93,3.45,4.33,Surgery,19699,Yes,84.36,9.47,86755,0.75,57.33
Canada,2017,Cancer,Chronic,6.37,14.17,5.73,36-60,Male,280000,61.09,1.43,8.04,Vaccination,43573,No,94.53,0.81,33100,0.89,23.21
Argentina,2017,Leprosy,Cardiovascular,17.67,10.88,0.34,0-18,Male,470496,56.84,1.05,1.84,Vaccination,40871,Yes,96.5,7.33,72502,0.6,81.11
India,2002,Zika,Respiratory,1.86,7.94,2.36,36-60,Other,237833,57.76,3.02,8.0,Medication,48055,Yes,70.65,1.88,89310,0.62,51.74
China,2024,Rabies,Autoimmune,13.5,3.0,8.49,61+,Other,330038,63.02,3.68,6.28,Vaccination,22153,Yes,91.57,2.16,65181,0.89,37.98
South Africa,2008,Hepatitis,Metabolic,19.34,10.87,7.86,61+,Female,732610,58.58,4.74,1.87,Therapy,10367,Yes,68.91,2.65,24465,0.67,67.85
Russia,2003,Influenza,Infectious,5.67,9.95,2.97,0-18,Male,427184,69.46,2.37,2.13,Surgery,17379,No,77.24,6.99,34365,0.75,77.22
Brazil,2009,COVID-19,Autoimmune,8.99,3.0,3.14,0-18,Female,454615,63.84,1.14,5.95,Surgery,13871,Yes,53.4,5.12,90126,0.65,48.46
USA,2020,Dengue,Respiratory,11.99,9.36,9.35,19-35,Male,851571,81.29,2.05,9.17,Surgery,38672,No,65.59,4.78,72237,0.72,64.12
Nigeria,2008,HIV/AIDS,Viral,13.68,14.04,7.48,19-35,Female,56245,96.24,3.43,7.98,Medication,5339,No,71.51,9.79,17664,0.47,49.51
China,2014,Asthma,Metabolic,16.93,13.98,8.96,19-35,Other,509038,94.14,4.55,4.55,Medication,39209,No,73.83,5.27,70620,0.71,28.94
South Korea,2018,Alzheimer's Disease,Parasitic,15.83,13.91,1.41,61+,Male,485248,97.51,4.46,8.17,Surgery,20685,Yes,85.66,5.01,41711,0.51,86.11
Saudi Arabia,2007,Polio,Bacterial,13.58,5.73,8.57,0-18,Male,570202,59.1,2.3,4.99,Medication,43680,Yes,56.09,1.88,57957,0.86,46.64
Brazil,2017,Rabies,Genetic,9.72,10.78,5.67,0-18,Female,940608,87.89,4.08,1.63,Surgery,22524,Yes,62.72,6.75,89990,0.54,43.64
Italy,2005,Hepatitis,Parasitic,14.61,5.99,4.97,36-60,Female,329246,58.02,4.49,7.83,Surgery,27120,No,61.14,7.57,52995,0.73,81.73
Australia,2004,Alzheimer's Disease,Parasitic,12.23,0.4,7.7,36-60,Other,871661,92.56,1.12,7.69,Vaccination,13027,No,94.99,7.65,86341,0.52,45.02
South Korea,2017,Parkinson's Disease,Parasitic,14.79,7.93,3.31,61+,Other,368943,89.71,3.55,0.69,Surgery,3249,No,82.13,0.72,21681,0.47,46.19
Turkey,2013,Dengue,Neurological,1.37,13.01,4.37,61+,Other,855853,56.5,3.88,3.25,Vaccination,14736,No,52.73,4.18,4067,0.57,49.13
India,2001,Rabies,Autoimmune,17.42,7.2,6.33,36-60,Male,458891,71.89,3.73,1.31,Vaccination,41291,No,75.65,1.68,68351,0.49,62.8
Nigeria,2003,Rabies,Parasitic,10.16,4.64,0.74,36-60,Other,688929,52.57,0.71,4.1,Medication,29443,Yes,82.34,6.25,16280,0.77,53.11
Turkey,2022,Measles,Neurological,11.07,5.28,8.75,61+,Male,797054,78.36,4.3,8.66,Therapy,41866,No,65.09,9.1,46246,0.68,89.09
India,2020,Influenza,Genetic,9.85,10.24,3.97,19-35,Other,764783,77.97,1.37,9.32,Vaccination,34452,No,73.3,3.97,84756,0.74,55.07
Russia,2004,Tuberculosis,Autoimmune,5.98,10.7,0.45,19-35,Male,753025,94.68,2.97,4.28,Therapy,18960,Yes,98.84,7.75,71441,0.6,65.42
Germany,2004,Dengue,Chronic,16.98,12.4,1.45,0-18,Female,302326,79.93,0.76,0.58,Surgery,36370,No,79.83,4.17,65235,0.44,23.87
India,2004,Measles,Neurological,11.25,10.07,4.85,19-35,Female,744019,93.46,1.11,6.83,Medication,27101,No,86.81,3.96,9070,0.65,63.0
Canada,2014,Asthma,Bacterial,18.82,5.18,2.75,0-18,Male,962078,81.07,4.24,7.62,Surgery,38646,No,77.49,2.63,78072,0.84,63.53
Canada,2015,Cancer,Parasitic,14.71,9.74,0.56,61+,Other,195504,99.81,3.98,1.86,Therapy,37359,Yes,71.84,1.76,32403,0.66,76.34
China,2020,Cholera,Parasitic,14.42,14.82,3.8,19-35,Male,711746,83.07,0.67,3.82,Surgery,21646,Yes,63.99,3.61,91539,0.77,44.45
China,2006,Malaria,Respiratory,17.37,8.28,2.41,0-18,Other,374338,80.27,4.82,7.03,Vaccination,26378,No,61.39,3.67,22081,0.65,67.0
Russia,2015,COVID-19,Neurological,10.46,7.04,1.96,19-35,Male,902307,83.42,1.49,2.0,Vaccination,39268,Yes,68.72,4.77,86285,0.58,63.19
Italy,2022,Malaria,Infectious,19.5,4.91,2.86,36-60,Male,731201,98.86,3.7,8.7,Vaccination,36973,Yes,58.91,7.2,96818,0.43,38.29
Saudi Arabia,2015,Ebola,Infectious,1.43,10.3,0.65,36-60,Other,707943,50.82,1.66,2.88,Therapy,49636,Yes,54.06,4.4,22653,0.88,26.9
UK,2017,Tuberculosis,Cardiovascular,0.17,1.71,3.77,61+,Female,815063,85.84,3.55,3.05,Therapy,44071,Yes,98.09,2.64,76815,0.66,34.18
Saudi Arabia,2003,Polio,Infectious,3.97,4.69,6.44,19-35,Other,165777,55.29,0.69,5.85,Medication,37548,No,69.73,0.23,77039,0.7,50.28
France,2015,Measles,Parasitic,9.09,2.97,7.14,19-35,Other,773431,63.92,0.99,6.69,Vaccination,23636,Yes,51.38,8.12,81801,0.5,32.88
South Africa,2004,Tuberculosis,Bacterial,4.71,3.04,3.25,61+,Female,722558,86.64,0.86,0.55,Therapy,29803,No,65.43,7.54,48866,0.79,48.11
South Africa,2018,Ebola,Infectious,13.45,10.45,6.69,61+,Male,362805,96.78,3.64,8.73,Therapy,33312,No,59.57,7.09,57003,0.59,30.04
Argentina,2021,Alzheimer's Disease,Viral,7.96,5.02,9.05,19-35,Other,705585,69.2,4.0,3.4,Surgery,18191,No,77.02,5.16,83387,0.84,58.88
Argentina,2023,Parkinson's Disease,Neurological,5.93,2.74,8.54,36-60,Other,653918,69.76,3.06,8.68,Medication,2350,No,74.31,6.93,58340,0.44,47.45
South Korea,2024,Polio,Metabolic,16.76,1.52,0.63,36-60,Female,835109,92.07,2.24,9.52,Vaccination,18753,No,89.48,5.57,35233,0.78,84.81
Japan,2016,Ebola,Metabolic,7.64,1.0,3.56,0-18,Female,453661,83.65,2.3,9.98,Vaccination,39866,No,90.08,0.44,8649,0.61,48.63
UK,2018,Zika,Neurological,13.43,2.12,9.29,19-35,Other,822312,77.31,2.35,3.02,Surgery,12126,No,71.19,5.6,36187,0.63,47.47
Turkey,2023,Malaria,Bacterial,5.55,2.06,4.23,36-60,Other,393994,57.49,1.28,1.08,Therapy,5689,Yes,55.06,3.05,18681,0.84,44.51
Germany,2019,Cancer,Parasitic,1.43,10.56,6.22,0-18,Other,983713,63.73,4.91,3.81,Therapy,43866,Yes,87.36,5.63,22995,0.84,70.99
Nigeria,2011,Dengue,Respiratory,8.4,5.0,5.35,0-18,Female,875306,84.39,1.48,5.92,Medication,43566,No,93.48,0.89,57390,0.66,34.55
Saudi Arabia,2015,Measles,Cardiovascular,11.68,13.73,0.8,0-18,Other,560660,80.62,2.31,2.26,Vaccination,40131,Yes,68.47,7.19,90360,0.73,69.95
Russia,2010,Rabies,Neurological,12.33,10.6,1.14,61+,Male,426369,56.86,2.34,4.43,Medication,29220,Yes,78.43,1.19,920,0.81,89.02
Russia,2015,Polio,Chronic,0.22,13.21,9.98,61+,Other,433477,76.28,3.84,6.0,Medication,49862,No,56.99,9.45,6289,0.51,27.42
Russia,2023,Tuberculosis,Infectious,12.85,11.15,2.24,36-60,Other,137292,73.55,4.1,7.4,Vaccination,20083,Yes,50.07,8.24,83704,0.45,49.82
India,2008,Hepatitis,Viral,18.25,5.84,3.03,19-35,Male,370565,79.18,1.95,6.24,Surgery,13626,Yes,67.01,6.77,21408,0.86,28.14
France,2004,Alzheimer's Disease,Chronic,7.57,3.67,1.5,19-35,Female,246119,82.04,1.14,4.14,Medication,14344,Yes,63.59,2.23,33254,0.53,36.34
India,2015,Cholera,Chronic,12.03,3.7,2.18,36-60,Male,936673,52.78,3.23,2.14,Vaccination,22262,No,93.29,8.81,42063,0.87,23.2
Australia,2005,Polio,Genetic,2.32,0.67,8.61,0-18,Other,893620,82.92,2.39,8.81,Medication,28924,Yes,92.81,7.76,74521,0.66,43.76
Germany,2024,Cancer,Genetic,14.33,3.23,3.14,0-18,Other,613084,90.22,1.2,3.91,Medication,46310,Yes,86.45,1.36,33735,0.78,71.33
Brazil,2014,Asthma,Respiratory,14.31,9.46,5.01,19-35,Other,149989,87.74,1.18,2.52,Therapy,31466,Yes,70.7,8.78,49009,0.54,75.39
South Africa,2008,Ebola,Cardiovascular,19.18,6.69,5.64,36-60,Other,748529,69.75,1.18,2.24,Medication,15820,Yes,86.04,7.17,29090,0.49,50.98
Japan,2019,Malaria,Genetic,7.67,8.06,1.22,19-35,Male,893467,78.36,1.7,4.32,Surgery,37745,Yes,76.67,7.79,42053,0.79,24.63
Canada,2004,Malaria,Bacterial,15.39,5.43,0.83,0-18,Other,28828,56.83,4.81,3.49,Medication,37251,Yes,51.06,4.78,46550,0.79,51.01
USA,2021,Diabetes,Parasitic,17.84,1.27,0.66,19-35,Other,614595,84.65,3.82,8.66,Surgery,5079,Yes,82.84,3.45,94798,0.81,35.98
Italy,2019,Malaria,Infectious,19.45,6.91,3.27,0-18,Female,552571,84.01,3.84,8.81,Therapy,1876,Yes,78.12,5.76,12789,0.73,63.6
Italy,2023,COVID-19,Neurological,4.75,4.81,1.8,19-35,Male,403519,67.12,1.42,4.83,Therapy,1228,No,97.53,0.71,83755,0.66,42.38
Germany,2013,Measles,Autoimmune,10.75,2.05,1.91,0-18,Other,437648,52.5,2.2,2.0,Surgery,7990,Yes,59.72,6.12,89651,0.42,43.66
USA,2017,Asthma,Chronic,12.49,13.16,0.76,0-18,Male,61324,58.71,1.67,9.32,Surgery,22924,Yes,50.5,5.56,6687,0.85,29.43
China,2018,Measles,Genetic,15.58,9.25,1.52,19-35,Male,144198,78.92,3.19,9.91,Surgery,39307,Yes,81.99,5.08,84010,0.79,42.34
France,2023,Alzheimer's Disease,Neurological,8.01,10.5,4.57,36-60,Other,258019,59.73,3.21,4.4,Surgery,25494,Yes,71.78,7.22,26510,0.79,61.98
Japan,2024,Measles,Genetic,0.47,3.48,4.97,19-35,Male,947411,53.84,1.45,2.17,Surgery,26880,No,82.47,3.8,40447,0.78,84.4
South Korea,2008,Influenza,Cardiovascular,4.33,5.68,4.29,19-35,Female,808180,94.46,4.84,6.07,Surgery,37201,Yes,94.12,5.9,92909,0.65,64.04
India,2021,Hepatitis,Cardiovascular,7.49,4.66,8.7,19-35,Female,933154,93.86,2.01,4.87,Surgery,36046,Yes,76.39,9.6,97933,0.8,31.82
Japan,2023,Asthma,Neurological,7.09,3.82,2.2,0-18,Female,302037,76.49,1.69,9.86,Surgery,44807,Yes,67.63,7.99,74350,0.61,74.75
Saudi Arabia,2007,Rabies,Neurological,3.93,3.4,3.14,36-60,Female,353045,90.6,1.71,9.95,Medication,7124,No,59.1,2.05,42418,0.54,34.61
Germany,2018,Asthma,Metabolic,8.23,1.88,4.18,36-60,Other,17386,53.75,0.78,9.04,Surgery,28267,Yes,79.57,1.11,64606,0.76,64.28
Germany,2002,Cancer,Autoimmune,18.03,12.13,6.27,61+,Other,67128,91.7,1.51,6.89,Surgery,40726,Yes,96.97,1.44,38406,0.57,88.53
Brazil,2011,Polio,Cardiovascular,13.59,5.21,9.95,0-18,Other,131645,81.29,0.7,9.82,Medication,32054,Yes,67.07,0.85,65614,0.79,37.67
UK,2002,Malaria,Infectious,7.43,5.48,8.42,61+,Other,5017,77.29,3.66,6.36,Therapy,18464,Yes,65.74,4.71,79711,0.75,67.6
India,2021,Alzheimer's Disease,Respiratory,6.89,13.69,2.93,19-35,Other,984464,94.61,0.84,2.79,Surgery,43819,Yes,54.79,4.09,9778,0.8,70.19
Germany,2005,Measles,Autoimmune,14.27,4.2,8.69,0-18,Female,672076,91.51,2.35,8.42,Medication,40547,No,98.62,3.27,86572,0.45,60.15
Turkey,2007,Hypertension,Metabolic,12.12,5.65,5.97,36-60,Female,945367,88.43,1.11,9.07,Surgery,44165,Yes,69.37,4.05,15094,0.64,54.59
France,2010,COVID-19,Chronic,18.54,13.47,9.37,61+,Male,936270,92.11,2.16,2.48,Therapy,18867,Yes,72.84,1.39,18947,0.6,51.19
Turkey,2008,Asthma,Chronic,17.67,9.65,5.72,61+,Male,811347,73.75,1.19,4.66,Vaccination,24422,No,88.73,4.2,42215,0.56,72.19
Saudi Arabia,2018,Leprosy,Metabolic,17.76,8.22,6.78,19-35,Male,302237,55.59,3.67,5.49,Medication,3890,Yes,55.78,1.04,34136,0.9,79.76
Indonesia,2002,Influenza,Metabolic,16.92,0.89,0.94,36-60,Female,244466,81.09,3.01,5.74,Medication,14746,Yes,98.38,2.61,60565,0.82,32.97
Italy,2020,Cholera,Chronic,7.5,0.85,7.24,0-18,Male,51802,69.21,3.09,2.78,Medication,21757,No,54.77,9.05,56920,0.53,80.38
Canada,2011,Alzheimer's Disease,Bacterial,2.9,7.0,1.71,61+,Female,143519,70.95,4.45,2.14,Therapy,10922,Yes,83.92,0.53,99895,0.62,69.87
France,2008,Malaria,Neurological,19.0,10.72,2.1,61+,Female,689361,55.18,4.06,2.91,Therapy,5735,No,86.64,3.97,69221,0.69,30.96
Saudi Arabia,2018,Parkinson's Disease,Autoimmune,18.74,1.66,7.07,0-18,Other,993314,80.95,4.93,4.58,Medication,2725,No,63.55,4.42,58362,0.86,86.52
Italy,2014,Parkinson's Disease,Infectious,9.08,6.78,9.29,0-18,Other,614321,51.1,2.05,3.28,Vaccination,2932,Yes,51.65,0.24,95373,0.7,40.01
South Korea,2022,Diabetes,Neurological,13.61,1.51,5.8,61+,Female,49349,68.02,1.43,4.97,Therapy,41500,Yes,66.27,0.47,72472,0.42,73.25
Japan,2004,Cholera,Respiratory,13.22,10.89,7.55,0-18,Male,666356,91.57,0.57,5.61,Therapy,37213,Yes,63.57,4.77,94246,0.64,56.44
USA,2006,Tuberculosis,Genetic,4.13,12.68,3.6,19-35,Male,359731,68.21,1.44,1.38,Medication,28397,No,80.46,5.89,47864,0.43,29.7
South Africa,2022,Dengue,Cardiovascular,6.64,11.17,1.44,61+,Other,133612,63.11,1.21,9.77,Therapy,19121,No,85.71,4.69,45193,0.46,31.42
India,2019,Leprosy,Bacterial,5.01,13.97,1.1,0-18,Male,637299,62.72,2.78,3.8,Vaccination,1183,Yes,83.34,9.33,60507,0.83,73.96
Canada,2002,Rabies,Parasitic,13.5,11.05,0.55,36-60,Female,574364,90.69,1.83,6.58,Vaccination,10224,Yes,85.06,0.3,8801,0.5,64.11
Japan,2013,Leprosy,Infectious,3.3,2.52,9.27,61+,Male,576367,93.59,0.59,1.49,Medication,35622,No,85.77,5.37,88409,0.53,89.95
China,2006,Diabetes,Metabolic,0.66,0.48,2.83,61+,Male,115456,68.08,0.61,7.89,Medication,23878,Yes,81.08,7.57,50300,0.41,71.45
Canada,2024,Measles,Neurological,12.11,13.56,8.46,19-35,Male,499540,64.09,2.11,5.46,Vaccination,18762,Yes,55.51,1.45,8835,0.55,26.66
USA,2006,HIV/AIDS,Viral,16.95,13.06,1.17,19-35,Male,662351,88.2,3.12,4.86,Medication,11015,No,81.47,8.43,38015,0.69,34.18
South Africa,2010,Hypertension,Viral,10.17,4.74,3.48,19-35,Male,167974,50.72,0.6,6.37,Medication,28063,Yes,96.88,1.78,6200,0.56,89.79
Germany,2015,Alzheimer's Disease,Genetic,2.98,4.41,7.77,61+,Male,385793,70.37,3.89,3.2,Therapy,28051,No,75.68,7.96,8557,0.51,71.84
USA,2003,Alzheimer's Disease,Metabolic,9.53,7.32,9.33,36-60,Female,461520,70.17,1.99,3.9,Medication,11888,No,80.02,4.68,58503,0.8,72.61
Japan,2016,Tuberculosis,Respiratory,3.0,12.88,5.54,36-60,Other,32475,60.91,1.66,5.36,Surgery,19968,No,82.22,7.1,53765,0.68,82.44
South Korea,2007,Influenza,Neurological,6.28,13.31,2.18,19-35,Other,14920,77.66,1.6,2.72,Therapy,18575,No,85.89,9.82,2069,0.87,45.97
Saudi Arabia,2017,Hypertension,Autoimmune,19.22,5.29,9.68,36-60,Other,139151,63.09,2.74,9.59,Therapy,19194,No,60.87,0.84,79865,0.4,43.3
Nigeria,2006,Cancer,Chronic,2.89,9.8,0.66,36-60,Male,138261,50.19,4.9,7.5,Vaccination,43643,No,56.96,9.22,65817,0.85,75.17
China,2006,Hypertension,Infectious,0.18,5.55,0.52,0-18,Male,485568,65.6,1.31,5.31,Therapy,46033,No,96.35,9.06,90830,0.49,89.4
